Id,Product URL,Title,Make,Model,Year,Trim,Price,Stock Type,Seller Name,Phone Number
600b5572-6c72-48d8-854f-5fbab083387f,https://www.cars.com/vehicledetail/600b5572-6c72-48d8-854f-5fbab083387f,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$47,140",New,Dream Nissan Kansas City,913-396-6345
3de96083-83f9-4d5f-962c-3492def8ba78,https://www.cars.com/vehicledetail/3de96083-83f9-4d5f-962c-3492def8ba78,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$52,795",New,Vision Nissan of Canandaigua,585-577-6085
7758971a-0753-4083-af2f-54eb99828e84,https://www.cars.com/vehicledetail/7758971a-0753-4083-af2f-54eb99828e84,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$52,230",New,Sid Dillon Nissan,888-894-2181
9ec1ac11-c304-44b3-a651-10ccc771ea46,https://www.cars.com/vehicledetail/9ec1ac11-c304-44b3-a651-10ccc771ea46,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$42,625",New,Sid Dillon Nissan,888-894-2181
3f54ebe1-b3e7-4789-9f3a-480506324b35,https://www.cars.com/vehicledetail/3f54ebe1-b3e7-4789-9f3a-480506324b35,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$54,730",New,Sid Dillon Nissan,888-894-2181
4060e466-3f3b-4ae5-8edd-b1e445837d9f,https://www.cars.com/vehicledetail/4060e466-3f3b-4ae5-8edd-b1e445837d9f,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$52,725",New,Sid Dillon Nissan,888-894-2181
4ed0eef8-53ef-4c7d-8d53-f71a7a7cbf20,https://www.cars.com/vehicledetail/4ed0eef8-53ef-4c7d-8d53-f71a7a7cbf20,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$47,400",New,Sid Dillon Nissan,888-894-2181
3db7e5a7-886f-4d5a-9daf-0d5f83938eca,https://www.cars.com/vehicledetail/3db7e5a7-886f-4d5a-9daf-0d5f83938eca,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,640",New,Leglue Nissan,855-296-6220
7f255c75-cb99-4a74-99f7-22cadddf556b,https://www.cars.com/vehicledetail/7f255c75-cb99-4a74-99f7-22cadddf556b,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,640",New,Sid Dillon Nissan,888-894-2181
08a7dee2-f531-4935-8066-444b7174933a,https://www.cars.com/vehicledetail/08a7dee2-f531-4935-8066-444b7174933a,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$48,715",New,Leglue Nissan,855-296-6220
50f545da-1b75-43d4-9ab1-234f2f39542c,https://www.cars.com/vehicledetail/50f545da-1b75-43d4-9ab1-234f2f39542c,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$40,950",New,Coughlin Nissan,740-279-4611
13947c18-9724-4395-87b9-37195c0f57ca,https://www.cars.com/vehicledetail/13947c18-9724-4395-87b9-37195c0f57ca,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,140",New,Reineke Nissan,888-263-7095
b103bc00-0a42-4cfc-acd8-48bac6c94e83,https://www.cars.com/vehicledetail/b103bc00-0a42-4cfc-acd8-48bac6c94e83,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$45,953",New,Coughlin Nissan,740-279-4611
4af7e7ef-44ce-444b-86e7-34b712a0254e,https://www.cars.com/vehicledetail/4af7e7ef-44ce-444b-86e7-34b712a0254e,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$48,763",New,Coughlin Nissan,740-279-4611
df7b7a1a-4343-49c3-9e70-3ce088c03a63,https://www.cars.com/vehicledetail/df7b7a1a-4343-49c3-9e70-3ce088c03a63,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$47,768",New,Coughlin Nissan,740-279-4611
a1b4cb57-2911-446d-becd-221052f2f995,https://www.cars.com/vehicledetail/a1b4cb57-2911-446d-becd-221052f2f995,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$43,625",New,Sid Dillon Nissan,888-894-2181
349b842c-0c6b-4d29-a9e0-e0ee09f5a2de,https://www.cars.com/vehicledetail/349b842c-0c6b-4d29-a9e0-e0ee09f5a2de,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,140",New,Reineke Nissan,888-263-7095
e9b07717-c6f4-4d7a-803b-a94a83a79097,https://www.cars.com/vehicledetail/e9b07717-c6f4-4d7a-803b-a94a83a79097,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$50,740",New,Coughlin Nissan,740-279-4611
b52bfe70-7c48-4241-a1d8-f5d5763071ed,https://www.cars.com/vehicledetail/b52bfe70-7c48-4241-a1d8-f5d5763071ed,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$48,715",New,Bravo Nissan Victoria,361-200-0836
f6878213-fe34-4ed9-b13a-f3a9faa86638,https://www.cars.com/vehicledetail/f6878213-fe34-4ed9-b13a-f3a9faa86638,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,320",New,Sid Dillon Nissan,888-894-2181
46dbb2c3-c1be-4be3-a17d-4a10144fa35d,https://www.cars.com/vehicledetail/46dbb2c3-c1be-4be3-a17d-4a10144fa35d,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$53,135",New,Leglue Nissan,855-296-6220
fad9a0ce-610a-457d-9626-ca89a2eb2d38,https://www.cars.com/vehicledetail/fad9a0ce-610a-457d-9626-ca89a2eb2d38,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$48,715",New,Leglue Nissan,855-296-6220
09612dbd-c88c-4e75-9884-f664b64814e5,https://www.cars.com/vehicledetail/09612dbd-c88c-4e75-9884-f664b64814e5,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$45,410",New,Coughlin Nissan,740-279-4611
e081c4eb-24b4-41ed-91b8-01dea4c4e8fa,https://www.cars.com/vehicledetail/e081c4eb-24b4-41ed-91b8-01dea4c4e8fa,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$49,100",New,Alexander Nissan,570-308-3559
ada9aa0a-75a3-4655-b467-dba4aed7374f,https://www.cars.com/vehicledetail/ada9aa0a-75a3-4655-b467-dba4aed7374f,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$47,357",New,Coughlin Nissan,740-279-4611
505dce8d-b31d-406d-ae59-3e2b80efa7a4,https://www.cars.com/vehicledetail/505dce8d-b31d-406d-ae59-3e2b80efa7a4,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$48,715",New,Reineke Nissan,888-263-7095
d605f551-7270-4be3-b40f-31e2e29d4fb3,https://www.cars.com/vehicledetail/d605f551-7270-4be3-b40f-31e2e29d4fb3,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$46,240",New,Coughlin Nissan,740-279-4611
d65d338f-0ad1-48b6-87ba-786d717b622d,https://www.cars.com/vehicledetail/d65d338f-0ad1-48b6-87ba-786d717b622d,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$50,123",New,Nissan 24,866-906-4716
48292c17-44b1-43ee-baaf-607bab466e83,https://www.cars.com/vehicledetail/48292c17-44b1-43ee-baaf-607bab466e83,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$52,975",New,Bravo Nissan Victoria,361-200-0836
d21af53b-531e-493a-b6e8-97b3792ee329,https://www.cars.com/vehicledetail/d21af53b-531e-493a-b6e8-97b3792ee329,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$41,625",New,Sid Dillon Nissan,888-894-2181
3a792786-76e8-4e34-9784-afd0315547e8,https://www.cars.com/vehicledetail/3a792786-76e8-4e34-9784-afd0315547e8,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$41,860",New,Bravo Nissan Victoria,361-200-0836
4bc0337f-1b7f-4c03-ac86-0917e192848e,https://www.cars.com/vehicledetail/4bc0337f-1b7f-4c03-ac86-0917e192848e,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$46,191",New,Van Horn Nissan of Stevens Point,920-449-4254
c433c88a-31fb-47a6-908b-28f7d5fa1634,https://www.cars.com/vehicledetail/c433c88a-31fb-47a6-908b-28f7d5fa1634,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$52,300",New,Bravo Nissan Victoria,361-200-0836
eb7cf117-35bc-4545-852e-a905f908077f,https://www.cars.com/vehicledetail/eb7cf117-35bc-4545-852e-a905f908077f,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,140",New,Sid Dillon Nissan,888-894-2181
0423ca83-bdb9-4f4d-ab46-9af84ed4a5a9,https://www.cars.com/vehicledetail/0423ca83-bdb9-4f4d-ab46-9af84ed4a5a9,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$44,050",New,Sid Dillon Nissan,888-894-2181
104d6f77-e1ad-4e40-a8bd-81eeaba0ac7f,https://www.cars.com/vehicledetail/104d6f77-e1ad-4e40-a8bd-81eeaba0ac7f,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$44,050",New,Sid Dillon Nissan,888-894-2181
4672c980-1ed1-46ed-a825-93443dead816,https://www.cars.com/vehicledetail/4672c980-1ed1-46ed-a825-93443dead816,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$43,625",New,Sid Dillon Nissan,888-894-2181
00cfdecf-5d3a-490a-9081-fb66d3773d00,https://www.cars.com/vehicledetail/00cfdecf-5d3a-490a-9081-fb66d3773d00,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,140",New,Bravo Nissan Victoria,361-200-0836
430b044e-70ce-4e03-a08f-c50cfe84de7f,https://www.cars.com/vehicledetail/430b044e-70ce-4e03-a08f-c50cfe84de7f,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$51,305",New,Sid Dillon Nissan,888-894-2181
20ae5276-74e8-4e32-ae51-8c039c77235c,https://www.cars.com/vehicledetail/20ae5276-74e8-4e32-ae51-8c039c77235c,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$50,139",New,Nissan 24,866-906-4716
a8667c5e-fd59-4ec6-83b0-159fb139aa7d,https://www.cars.com/vehicledetail/a8667c5e-fd59-4ec6-83b0-159fb139aa7d,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$41,675",New,777 Nissan,877-660-7960
bdd13a7c-44dc-4b26-bce7-8ffd67772296,https://www.cars.com/vehicledetail/bdd13a7c-44dc-4b26-bce7-8ffd67772296,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$52,475",New,Central Nissan,501-710-4569
7b674ab0-db6f-4d80-a999-7fc3d341fc56,https://www.cars.com/vehicledetail/7b674ab0-db6f-4d80-a999-7fc3d341fc56,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$53,980",New,Leglue Nissan,855-296-6220
fde02eec-57f3-418e-9a4b-1555f16198e8,https://www.cars.com/vehicledetail/fde02eec-57f3-418e-9a4b-1555f16198e8,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$51,725",New,Sid Dillon Nissan,888-894-2181
53759de4-8e1f-4d22-8667-d2c8bbf460db,https://www.cars.com/vehicledetail/53759de4-8e1f-4d22-8667-d2c8bbf460db,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,140",New,Reineke Nissan,888-263-7095
a26dce5b-c8af-4730-8c2d-eb0ff621425a,https://www.cars.com/vehicledetail/a26dce5b-c8af-4730-8c2d-eb0ff621425a,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$51,390",New,Reineke Nissan,888-263-7095
6638528f-2ff8-43b1-bdcf-5e06b1692e26,https://www.cars.com/vehicledetail/6638528f-2ff8-43b1-bdcf-5e06b1692e26,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$47,715",New,Asheboro Nissan,336-790-3783
68189b32-ee6d-48ec-aa6a-4a7c5bf2382b,https://www.cars.com/vehicledetail/68189b32-ee6d-48ec-aa6a-4a7c5bf2382b,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$49,640",New,Leglue Nissan,855-296-6220
d80ffac4-4351-4690-8cb4-6e0e5222428e,https://www.cars.com/vehicledetail/d80ffac4-4351-4690-8cb4-6e0e5222428e,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$42,550",New,Curry Nissan,888-523-2947
f410c5f5-de33-4624-bc2b-1dcae7341ca3,https://www.cars.com/vehicledetail/f410c5f5-de33-4624-bc2b-1dcae7341ca3,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$46,821",New,Nissan 24,866-906-4716
1f797669-2846-4772-bdd8-f8ca135def48,https://www.cars.com/vehicledetail/1f797669-2846-4772-bdd8-f8ca135def48,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$46,821",New,Nissan 24,866-906-4716
84c3302e-5d29-4cdd-a6ed-5278de6c4ed5,https://www.cars.com/vehicledetail/84c3302e-5d29-4cdd-a6ed-5278de6c4ed5,2025 Nissan Murano Platinum,Nissan,Murano,2025,Platinum,"$49,658",New,Doggett Nissan of Beaumont,844-807-2976
6d862845-ab1f-4a1e-9db9-154f07c1d023,https://www.cars.com/vehicledetail/6d862845-ab1f-4a1e-9db9-154f07c1d023,2025 Nissan Murano SL,Nissan,Murano,2025,SL,"$48,471",New,Nissan of Orange Park,904-406-7115
b5f25555-2c42-4f01-bdc6-854d35b197a6,https://www.cars.com/vehicledetail/b5f25555-2c42-4f01-bdc6-854d35b197a6,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$42,253",New,Nissan of Orange Park,904-406-7115
3b7575e8-079b-489f-880d-a3de0bece7f7,https://www.cars.com/vehicledetail/3b7575e8-079b-489f-880d-a3de0bece7f7,2025 Nissan Murano SV,Nissan,Murano,2025,SV,"$41,689",New,Nissan of Orange Park,904-406-7115
